Claim_ID,Customer_ID,Policy_Type,Claim_Amount,Status,Processing_Time_Days,Region,Submission_Date,Approval_Date
1085,19773,Motor,62598.52,Approved,30.0,South,2024-12-04,2025-01-03
1086,17537,Motor,9170.83,Approved,32.0,North,2024-06-19,2024-07-21
1087,12278,Motor,189114.0,Rejected,40.0,North,2024-04-19,2024-05-29
1088,12350,Health,38094.12,Rejected,13.0,West,2024-10-21,2024-11-03
1089,13623,Motor,6863.85,Approved,31.0,West,2024-01-10,2024-02-10
1090,16530,Motor,51240.66,Approved,5.0,South,2024-07-20,2024-07-25
1091,10714,Property,50830.61,Rejected,31.0,West,2024-09-13,2024-10-14
1092,10924,Motor,87291.02,Approved,6.0,East,2024-09-18,2024-09-24
1093,13162,Health,184476.02,Approved,17.0,West,2024-06-29,2024-07-16
1094,14153,Health,176441.06,Pending,,East,2024-03-06,
1095,14529,Motor,94094.44,Rejected,5.0,South,2024-10-20,2024-10-25
1096,12569,Health,85125.48,Approved,9.0,South,2024-06-09,2024-06-18
1097,12815,Motor,113226.77,Approved,9.0,South,2024-03-07,2024-03-16
1098,16972,Health,52473.53,Approved,18.0,South,2024-04-09,2024-04-27
1099,14578,Motor,15176.07,Approved,4.0,South,2024-03-17,2024-03-21
1100,14462,Health,188148.71,Approved,28.0,East,2024-02-04,2024-03-03
1101,10888,Motor,41406.3,Approved,35.0,East,2024-02-14,2024-03-20
1102,15948,Health,43688.14,Rejected,22.0,South,2024-05-29,2024-06-20
1103,13478,Motor,97129.76,Rejected,44.0,West,2024-03-08,2024-04-21
1104,13589,Motor,100864.6,Approved,25.0,North,2024-09-10,2024-10-05
1105,11723,Motor,8594.67,Approved,42.0,South,2024-01-17,2024-02-28
1106,11258,Motor,33851.17,Approved,30.0,West,2024-09-17,2024-10-17
1107,17026,Travel,78740.19,Approved,40.0,North,2024-07-31,2024-09-09
1108,18602,Motor,138327.49,Approved,7.0,South,2024-11-08,2024-11-15
1109,12230,Property,49541.6,Approved,15.0,South,2024-09-12,2024-09-27
1110,17454,Property,87487.82,Rejected,15.0,East,2024-08-03,2024-08-18
1111,12060,Health,113682.29,Approved,38.0,North,2024-12-16,2025-01-23
1112,13898,Motor,178275.54,Pending,,North,2024-10-12,
1113,12613,Motor,68583.75,Pending,,West,2024-01-07,
1114,17015,Health,31043.86,Approved,2.0,East,2024-07-17,2024-07-19
1115,16698,Motor,100408.08,Approved,13.0,East,2024-03-31,2024-04-13
1116,11802,Motor,150610.71,Pending,,East,2024-05-26,
1117,10677,Health,26422.65,Pending,,East,2024-05-29,
1118,18087,Travel,87813.28,Approved,38.0,North,2024-02-21,2024-03-30
1119,14713,Health,8468.1,Approved,21.0,North,2024-08-30,2024-09-20
1120,17730,Motor,11544.04,Approved,7.0,South,2024-08-06,2024-08-13
1121,13004,Health,99175.91,Pending,,South,2024-01-06,
1122,18986,Motor,63148.47,Approved,22.0,East,2024-04-18,2024-05-10
1123,10728,Motor,169795.92,Approved,4.0,East,2024-12-16,2024-12-20
1124,19885,Travel,122420.09,Rejected,28.0,East,2024-03-06,2024-04-03
1125,14734,Motor,93516.93,Approved,37.0,South,2024-01-10,2024-02-16
1126,10190,Motor,84547.4,Approved,18.0,West,2024-07-20,2024-08-07
1127,14994,Motor,101962.87,Approved,16.0,West,2024-10-08,2024-10-24
1128,13866,Travel,12885.57,Rejected,40.0,South,2024-08-01,2024-09-10
1129,19681,Health,179094.7,Approved,5.0,South,2024-03-08,2024-03-13
1130,16039,Health,199669.12,Approved,18.0,South,2024-09-03,2024-09-21
1131,16445,Health,40389.99,Approved,39.0,South,2024-12-19,2025-01-27
1132,18829,Motor,28474.68,Approved,12.0,South,2024-11-22,2024-12-04
1133,14045,Motor,32997.61,Approved,13.0,South,2024-02-19,2024-03-03
1134,16315,Motor,133900.28,Approved,33.0,East,2024-01-17,2024-02-19
1135,15624,Motor,133980.96,Approved,28.0,East,2024-01-11,2024-02-08
1136,14158,Motor,170345.21,Rejected,44.0,East,2024-11-04,2024-12-18
1137,14111,Property,151606.15,Rejected,28.0,East,2024-11-01,2024-11-29
1138,16834,Motor,92689.49,Approved,41.0,South,2024-05-03,2024-06-13
1139,19033,Motor,124506.8,Approved,30.0,West,2024-08-12,2024-09-11
1140,13951,Motor,139215.51,Approved,10.0,North,2024-08-31,2024-09-10
1141,15220,Motor,104983.61,Rejected,44.0,South,2024-11-13,2024-12-27
1142,14058,Property,97751.94,Approved,4.0,North,2024-11-27,2024-12-01
1143,13247,Motor,130794.0,Approved,40.0,West,2024-12-11,2025-01-20
1144,11216,Motor,113707.54,Approved,30.0,East,2024-01-29,2024-02-28
1145,16092,Health,130568.75,Approved,22.0,West,2024-12-23,2025-01-14
1146,17980,Motor,124506.68,Approved,36.0,South,2024-12-22,2025-01-27
1147,19090,Motor,145243.33,Approved,11.0,East,2024-12-30,2025-01-10
1148,15586,Motor,130346.68,Approved,24.0,South,2024-10-11,2024-11-04
1149,17076,Health,106349.78,Rejected,40.0,East,2024-02-28,2024-04-08
1150,17940,Property,137950.38,Approved,26.0,North,2024-05-22,2024-06-17
1151,12222,Health,92648.98,Approved,25.0,North,2024-11-21,2024-12-16
1152,19449,Motor,52125.89,Approved,21.0,North,2024-12-17,2025-01-07
1153,17979,Travel,5276.55,Approved,16.0,West,2024-10-26,2024-11-11
1154,11514,Motor,114193.01,Approved,22.0,South,2024-08-13,2024-09-04
1155,18608,Motor,120177.77,Approved,43.0,West,2024-06-12,2024-07-25
1156,12883,Motor,194549.55,Approved,13.0,North,2024-03-24,2024-04-06
1157,13826,Motor,75488.28,Approved,19.0,South,2024-11-08,2024-11-27
1158,14339,Health,81855.98,Approved,24.0,North,2024-04-26,2024-05-20
1159,10674,Health,44350.92,Approved,42.0,West,2024-11-15,2024-12-27
1160,16289,Property,18754.19,Rejected,30.0,West,2024-07-22,2024-08-21
1161,10102,Health,155696.88,Approved,42.0,West,2024-12-20,2025-01-31
1162,13993,Health,53687.81,Approved,37.0,North,2024-10-20,2024-11-26
1163,13708,Motor,123736.45,Approved,6.0,South,2024-05-24,2024-05-30
1164,11495,Motor,139115.74,Approved,40.0,South,2024-01-27,2024-03-07
1165,13392,Health,96891.15,Approved,27.0,North,2024-01-17,2024-02-13
1166,17537,Motor,175888.66,Approved,40.0,South,2024-03-03,2024-04-12
1167,12785,Travel,91539.99,Rejected,12.0,North,2024-09-23,2024-10-05
1168,15819,Motor,60557.18,Approved,43.0,South,2024-03-04,2024-04-16
1169,13659,Motor,179723.03,Approved,12.0,East,2024-02-08,2024-02-20
1170,14880,Motor,173005.04,Rejected,19.0,East,2024-05-09,2024-05-28
1171,15588,Motor,36987.79,Pending,,West,2024-04-24,
1172,14802,Motor,10062.4,Approved,17.0,East,2024-02-14,2024-03-02
1173,14891,Health,22547.18,Approved,28.0,East,2024-08-03,2024-08-31
1174,13525,Motor,60876.74,Approved,37.0,East,2024-03-28,2024-05-04
1175,13517,Health,194590.66,Approved,18.0,North,2024-12-01,2024-12-19
1176,14777,Motor,113910.65,Approved,22.0,East,2024-06-25,2024-07-17
1177,14189,Motor,77786.04,Approved,38.0,East,2024-09-21,2024-10-29
1178,16933,Motor,178299.64,Rejected,32.0,West,2024-04-14,2024-05-16
1179,16137,Travel,93361.58,Approved,36.0,East,2024-11-29,2025-01-04
1180,16254,Motor,66471.53,Approved,28.0,East,2024-10-27,2024-11-24
1181,11913,Health,188537.81,Approved,24.0,South,2024-06-19,2024-07-13
1182,17335,Motor,170655.94,Rejected,33.0,West,2024-04-17,2024-05-20
1183,11150,Health,169515.33,Approved,18.0,West,2024-12-20,2025-01-07
1184,14137,Motor,104895.52,Approved,12.0,West,2024-06-09,2024-06-21
1185,14136,Health,158940.49,Approved,2.0,West,2024-10-09,2024-10-11
1186,17729,Health,39973.91,Approved,29.0,West,2024-02-09,2024-03-09
1187,11510,Property,116778.48,Approved,19.0,West,2024-01-26,2024-02-14
1188,13915,Motor,196849.95,Approved,42.0,North,2024-03-23,2024-05-04
1189,16325,Motor,61736.89,Approved,21.0,East,2024-06-21,2024-07-12
1190,13252,Motor,159898.7,Approved,8.0,West,2024-06-21,2024-06-29
1191,18935,Travel,100643.29,Approved,38.0,East,2024-10-08,2024-11-15
1192,13938,Health,12762.11,Approved,17.0,East,2024-03-10,2024-03-27
1193,12511,Health,153788.78,Approved,40.0,North,2024-11-18,2024-12-28
1194,11073,Motor,37870.98,Approved,24.0,West,2024-01-06,2024-01-30
1195,12192,Motor,128137.35,Approved,33.0,South,2024-10-10,2024-11-12
1196,18207,Motor,21704.52,Approved,18.0,North,2024-07-13,2024-07-31
1197,17383,Property,189639.14,Pending,,South,2024-01-13,
1198,15171,Health,61886.16,Approved,43.0,East,2024-03-03,2024-04-15
1199,18298,Property,49160.61,Approved,35.0,East,2024-01-13,2024-02-17
1200,14314,Motor,30181.6,Approved,15.0,North,2024-09-05,2024-09-20
1201,16480,Health,189470.43,Pending,,North,2024-07-23,
1202,12857,Health,143821.23,Rejected,40.0,South,2024-09-09,2024-10-19
1203,14349,Motor,149623.87,Approved,26.0,West,2024-02-09,2024-03-06
1204,11428,Travel,102383.89,Approved,12.0,South,2024-06-13,2024-06-25
1205,16723,Property,97571.92,Approved,16.0,North,2024-01-31,2024-02-16
1206,16779,Travel,26454.14,Approved,20.0,South,2024-01-17,2024-02-06
1207,17856,Health,114169.01,Rejected,44.0,North,2024-05-16,2024-06-29
1208,17300,Motor,53148.72,Approved,16.0,South,2024-12-30,2025-01-15
1209,16645,Motor,195543.34,Approved,16.0,North,2024-11-15,2024-12-01
1210,17670,Property,160333.28,Rejected,39.0,North,2024-11-08,2024-12-17
1211,12921,Motor,85533.45,Rejected,16.0,North,2024-06-13,2024-06-29
1212,18166,Health,34511.55,Approved,10.0,West,2024-10-07,2024-10-17
1213,17244,Health,158139.68,Approved,6.0,South,2024-08-10,2024-08-16
1214,10878,Health,28800.48,Approved,20.0,South,2024-05-01,2024-05-21
1215,18502,Property,41920.08,Rejected,25.0,South,2024-03-18,2024-04-12
1216,19306,Motor,46246.5,Rejected,30.0,North,2024-11-08,2024-12-08
1217,11321,Motor,113593.67,Approved,6.0,South,2024-11-22,2024-11-28
1218,14375,Motor,158476.05,Approved,23.0,South,2024-03-28,2024-04-20
1219,19158,Motor,66291.4,Rejected,14.0,North,2024-04-22,2024-05-06
1220,18886,Motor,21510.61,Approved,30.0,East,2024-04-09,2024-05-09
1221,15005,Motor,95585.0,Approved,17.0,North,2024-10-29,2024-11-15
1222,18462,Travel,150881.5,Rejected,37.0,South,2024-08-26,2024-10-02
1223,15636,Property,48224.45,Approved,18.0,North,2024-12-11,2024-12-29
1224,15220,Motor,47885.29,Approved,21.0,East,2024-04-20,2024-05-11
1225,19603,Motor,189709.27,Rejected,15.0,North,2024-03-30,2024-04-14
1226,13027,Property,191059.98,Rejected,7.0,South,2024-05-18,2024-05-25
1227,13124,Motor,198140.82,Approved,23.0,East,2024-05-14,2024-06-06
1228,11753,Motor,162493.62,Approved,41.0,West,2024-01-12,2024-02-22
1229,18186,Motor,41695.91,Approved,10.0,South,2024-08-31,2024-09-10
1230,15099,Health,46336.4,Approved,33.0,East,2024-06-30,2024-08-02
1231,14335,Motor,71343.92,Approved,25.0,East,2024-07-13,2024-08-07
1232,13285,Property,67035.84,Rejected,34.0,West,2024-12-27,2025-01-30
1233,18552,Motor,191522.91,Approved,14.0,North,2024-05-01,2024-05-15
1234,18925,Health,158869.43,Approved,36.0,North,2024-02-22,2024-03-29
1235,10851,Motor,146181.71,Approved,7.0,South,2024-12-21,2024-12-28
1236,10859,Motor,41262.83,Pending,,West,2024-06-21,
1237,11350,Health,182357.48,Approved,31.0,North,2024-06-27,2024-07-28
1238,14918,Health,166434.72,Approved,39.0,West,2024-10-19,2024-11-27
1239,15730,Health,36910.16,Approved,17.0,North,2024-02-28,2024-03-16
1240,10326,Health,174878.21,Approved,2.0,East,2024-02-23,2024-02-25
1241,12120,Property,58088.27,Approved,43.0,North,2024-09-13,2024-10-26
1242,10993,Travel,20769.6,Approved,19.0,West,2024-09-01,2024-09-20
1243,15375,Health,133080.35,Approved,23.0,East,2024-05-28,2024-06-20
1244,11766,Motor,132491.91,Approved,27.0,East,2024-10-10,2024-11-06
1245,19372,Motor,23511.74,Approved,15.0,East,2024-01-16,2024-01-31
1246,11964,Motor,67176.1,Approved,38.0,West,2024-06-24,2024-08-01
1247,16601,Health,198598.82,Approved,15.0,South,2024-01-28,2024-02-12
1248,12781,Motor,137293.2,Approved,27.0,South,2024-05-08,2024-06-04
1249,17019,Motor,147364.66,Approved,37.0,South,2024-08-10,2024-09-16
1250,12905,Travel,46518.87,Approved,24.0,West,2024-08-31,2024-09-24
1251,18290,Travel,20362.5,Approved,3.0,East,2024-12-19,2024-12-22
1252,10243,Property,58995.83,Approved,40.0,South,2024-08-25,2024-10-04
1253,14037,Motor,53535.19,Approved,8.0,West,2024-08-19,2024-08-27
1254,17938,Health,50736.1,Approved,40.0,South,2024-11-21,2024-12-31
1255,19692,Motor,42587.09,Pending,,North,2024-04-01,
1256,15494,Motor,117077.36,Rejected,29.0,South,2024-01-03,2024-02-01
1257,12709,Motor,68980.18,Approved,39.0,South,2024-03-21,2024-04-29
1258,17701,Motor,164967.28,Approved,21.0,East,2024-02-13,2024-03-05
1259,17795,Motor,40869.75,Approved,19.0,West,2024-06-03,2024-06-22
1260,17088,Travel,95602.28,Approved,25.0,East,2024-01-24,2024-02-18
1261,11047,Motor,7663.28,Approved,34.0,East,2024-04-08,2024-05-12
1262,14378,Health,98928.05,Approved,27.0,East,2024-06-19,2024-07-16
1263,19507,Health,15888.45,Approved,20.0,East,2024-05-27,2024-06-16
1264,19578,Motor,195656.08,Rejected,43.0,East,2024-05-02,2024-06-14
1265,16544,Motor,159165.47,Approved,14.0,South,2024-04-21,2024-05-05
1266,16711,Motor,100571.74,Rejected,11.0,East,2024-05-09,2024-05-20
1267,17221,Health,21884.53,Rejected,15.0,East,2024-03-08,2024-03-23
1268,19929,Motor,120526.86,Approved,10.0,West,2024-12-12,2024-12-22
1269,18613,Motor,152958.93,Approved,12.0,North,2024-11-11,2024-11-23
1270,16992,Motor,42189.86,Approved,4.0,South,2024-08-04,2024-08-08
1271,18062,Health,115800.63,Approved,41.0,South,2024-04-05,2024-05-16
1272,13801,Property,163771.13,Approved,13.0,South,2024-05-24,2024-06-06
1273,15362,Motor,154808.32,Approved,36.0,East,2024-02-02,2024-03-09
1274,15473,Health,161583.44,Approved,40.0,East,2024-10-12,2024-11-21
1275,19603,Health,176468.07,Pending,,East,2024-01-05,
1276,14570,Property,187848.01,Approved,33.0,West,2024-04-27,2024-05-30
1277,12452,Travel,84076.63,Pending,,North,2024-05-19,
1278,12083,Health,115909.97,Approved,15.0,East,2024-08-17,2024-09-01
1279,19542,Health,159178.61,Rejected,2.0,North,2024-06-08,2024-06-10
1280,15163,Travel,140942.26,Approved,28.0,West,2024-10-20,2024-11-17
1281,14833,Motor,199126.44,Approved,38.0,South,2024-09-05,2024-10-13
1282,16801,Motor,7667.14,Rejected,44.0,East,2024-09-29,2024-11-12
1283,13340,Motor,74250.98,Approved,2.0,North,2024-07-04,2024-07-06
1284,13844,Travel,59800.45,Approved,30.0,North,2024-12-30,2025-01-29
1285,10639,Travel,56151.59,Approved,25.0,East,2024-02-09,2024-03-05
1286,19766,Motor,48393.31,Approved,18.0,South,2024-08-11,2024-08-29
1287,18096,Health,143279.15,Approved,36.0,South,2024-05-31,2024-07-06
1288,18151,Motor,21528.1,Rejected,32.0,South,2024-05-19,2024-06-20
1289,18377,Motor,149613.72,Approved,43.0,West,2024-05-07,2024-06-19
1290,15400,Property,140218.04,Approved,33.0,North,2024-12-16,2025-01-18
1291,11318,Motor,53906.81,Rejected,20.0,North,2024-05-26,2024-06-15
1292,18719,Motor,54302.59,Approved,32.0,North,2024-10-11,2024-11-12
1293,13259,Health,127627.81,Approved,40.0,West,2024-08-05,2024-09-14
1294,13483,Health,153623.37,Rejected,21.0,North,2024-08-07,2024-08-28
1295,13019,Motor,175914.69,Approved,29.0,West,2024-05-24,2024-06-22
1296,14779,Health,171167.21,Approved,4.0,South,2024-11-24,2024-11-28
1297,19759,Health,193152.18,Approved,33.0,East,2024-10-03,2024-11-05
1298,18766,Motor,118370.05,Approved,23.0,North,2024-08-29,2024-09-21
1299,11324,Motor,182187.83,Approved,43.0,North,2024-02-29,2024-04-12
1300,14404,Health,162660.09,Approved,16.0,South,2024-04-07,2024-04-23
1301,19404,Motor,179460.19,Rejected,39.0,East,2024-11-26,2025-01-04
1302,15937,Property,7267.19,Approved,20.0,West,2024-06-29,2024-07-19
1303,11434,Travel,193351.08,Approved,32.0,East,2024-04-23,2024-05-25
1304,18729,Property,97338.38,Pending,,South,2024-04-12,
1305,17554,Motor,160645.68,Approved,6.0,South,2024-12-01,2024-12-07
1306,14953,Property,29804.8,Rejected,21.0,East,2024-11-14,2024-12-05
1307,19766,Motor,82208.51,Approved,3.0,West,2024-02-26,2024-02-29
1308,18384,Motor,57934.83,Rejected,22.0,West,2024-10-11,2024-11-02
1309,19378,Motor,61873.46,Approved,37.0,North,2024-05-08,2024-06-14
1310,18666,Motor,29034.85,Approved,29.0,West,2024-11-10,2024-12-09
1311,14269,Health,162123.95,Approved,21.0,East,2024-03-26,2024-04-16
1312,17378,Motor,6802.25,Approved,38.0,South,2024-07-18,2024-08-25
1313,12437,Motor,65938.56,Rejected,40.0,North,2024-03-11,2024-04-20
1314,14552,Health,39010.06,Approved,37.0,North,2024-12-10,2025-01-16
1315,11354,Motor,119862.59,Approved,12.0,South,2024-04-07,2024-04-19
1316,13400,Health,54579.22,Rejected,4.0,West,2024-10-26,2024-10-30
1317,17196,Motor,55504.7,Approved,38.0,South,2024-06-24,2024-08-01
1318,13754,Travel,100225.94,Approved,21.0,West,2024-08-20,2024-09-10
1319,16265,Travel,132274.36,Approved,33.0,South,2024-03-15,2024-04-17
1320,10158,Motor,28654.42,Approved,26.0,East,2024-05-22,2024-06-17
1321,16741,Motor,39224.73,Approved,22.0,West,2024-01-23,2024-02-14
1322,11837,Motor,53199.08,Pending,,East,2024-06-29,
1323,14611,Travel,194880.9,Approved,43.0,North,2024-02-14,2024-03-28
1324,11025,Motor,82444.74,Approved,2.0,South,2024-04-01,2024-04-03
1325,17812,Motor,121803.07,Rejected,24.0,North,2024-09-25,2024-10-19
1326,17246,Motor,52100.85,Approved,44.0,North,2024-02-03,2024-03-18
1327,10658,Motor,100639.61,Approved,25.0,North,2024-06-14,2024-07-09
1328,10677,Motor,19453.24,Approved,26.0,North,2024-03-10,2024-04-05
1329,14046,Travel,11774.72,Approved,8.0,South,2024-12-29,2025-01-06
1330,13821,Motor,96403.04,Approved,39.0,North,2024-07-14,2024-08-22
1331,12375,Motor,82738.56,Approved,40.0,South,2024-05-12,2024-06-21
1332,10275,Travel,31691.66,Approved,36.0,South,2024-09-03,2024-10-09
1333,16859,Travel,139082.28,Rejected,15.0,East,2024-06-16,2024-07-01
1334,11588,Motor,198616.18,Approved,10.0,West,2024-10-03,2024-10-13
1335,14581,Motor,82151.13,Pending,,West,2024-06-04,
1336,10245,Motor,126788.93,Approved,39.0,South,2024-01-23,2024-03-02
1337,19080,Property,192780.31,Approved,21.0,East,2024-07-18,2024-08-08
1338,16670,Motor,167149.32,Approved,42.0,South,2024-10-01,2024-11-12
1339,18192,Property,95392.68,Pending,,South,2024-02-19,
1340,12184,Health,148810.45,Approved,42.0,South,2024-07-04,2024-08-15
1341,13251,Health,29986.33,Approved,33.0,East,2024-01-20,2024-02-22
1342,15863,Motor,104860.25,Rejected,37.0,West,2024-04-25,2024-06-01
1343,13051,Motor,59416.75,Approved,27.0,East,2024-04-01,2024-04-28
1344,19702,Motor,36426.92,Rejected,6.0,North,2024-12-14,2024-12-20
1345,13771,Motor,88124.78,Approved,31.0,East,2024-12-04,2025-01-04
1346,19320,Health,30547.84,Rejected,18.0,East,2024-02-22,2024-03-11
1347,18889,Property,141302.1,Pending,,East,2024-05-02,
1348,19280,Health,93966.81,Approved,16.0,East,2024-12-06,2024-12-22
1349,12419,Health,108573.2,Approved,2.0,West,2024-12-03,2024-12-05
1350,17396,Motor,33543.31,Approved,14.0,North,2024-09-21,2024-10-05
1351,12628,Motor,32255.47,Pending,,West,2024-01-04,
1352,17309,Motor,118766.01,Approved,31.0,West,2024-06-17,2024-07-18
1353,10685,Health,197076.9,Approved,20.0,East,2024-10-07,2024-10-27
1354,12756,Property,23768.86,Approved,3.0,South,2024-10-16,2024-10-19
1355,15023,Health,60717.63,Approved,13.0,South,2024-03-13,2024-03-26
1356,19924,Motor,174544.53,Approved,41.0,West,2024-05-16,2024-06-26
1357,14835,Motor,19093.04,Approved,25.0,West,2024-12-03,2024-12-28
1358,11972,Health,175797.72,Approved,12.0,East,2024-09-12,2024-09-24
1359,10710,Motor,107235.77,Approved,3.0,West,2024-05-20,2024-05-23
1360,18516,Travel,84612.02,Approved,2.0,East,2024-07-26,2024-07-28
1361,15085,Travel,65387.71,Approved,29.0,South,2024-09-16,2024-10-15
1362,15646,Health,62937.85,Rejected,5.0,South,2024-09-19,2024-09-24
1363,14893,Motor,64631.5,Rejected,42.0,North,2024-09-27,2024-11-08
1364,12594,Motor,177536.6,Approved,31.0,South,2024-02-07,2024-03-09
1365,11092,Motor,146140.07,Approved,8.0,West,2024-07-21,2024-07-29
1366,12955,Motor,135595.99,Approved,23.0,South,2024-08-11,2024-09-03
1367,18403,Motor,160756.08,Approved,27.0,East,2024-12-12,2025-01-08
1368,19773,Health,55137.36,Approved,30.0,South,2024-02-21,2024-03-22
1369,19635,Health,125518.35,Approved,26.0,North,2024-03-21,2024-04-16
1370,14143,Motor,94712.92,Approved,11.0,South,2024-12-21,2025-01-01
1371,18770,Motor,157576.12,Pending,,East,2024-07-29,
1372,17644,Motor,65304.94,Approved,15.0,East,2024-01-07,2024-01-22
1373,12997,Motor,130419.83,Approved,34.0,West,2024-12-28,2025-01-31
1374,15208,Travel,177031.42,Approved,6.0,South,2024-02-14,2024-02-20
1375,19946,Motor,83419.34,Pending,,East,2024-11-10,
1376,12979,Motor,17991.31,Approved,23.0,North,2024-10-03,2024-10-26
1377,13605,Motor,105629.91,Approved,18.0,West,2024-09-15,2024-10-03
1378,10421,Travel,72464.64,Approved,16.0,North,2024-05-21,2024-06-06
1379,10610,Health,136083.95,Approved,40.0,South,2024-09-14,2024-10-24
1380,18637,Motor,190451.42,Approved,41.0,South,2024-10-11,2024-11-21
1381,19152,Health,99693.62,Approved,29.0,South,2024-02-06,2024-03-06
1382,10130,Health,95907.09,Approved,3.0,West,2024-02-14,2024-02-17
1383,12647,Property,132644.04,Approved,19.0,East,2024-04-29,2024-05-18
1384,16673,Motor,25182.01,Approved,28.0,West,2024-02-15,2024-03-14
1385,13729,Travel,54433.71,Rejected,22.0,North,2024-05-19,2024-06-10
1386,14431,Property,184200.97,Approved,24.0,West,2024-02-22,2024-03-17
1387,11024,Property,135638.81,Rejected,8.0,North,2024-10-27,2024-11-04
1388,19844,Health,7621.59,Approved,20.0,West,2024-10-14,2024-11-03
1389,17039,Health,44901.97,Approved,10.0,East,2024-09-30,2024-10-10
1390,10537,Motor,138153.27,Approved,13.0,North,2024-09-25,2024-10-08
1391,14591,Health,154057.84,Approved,31.0,South,2024-10-05,2024-11-05
1392,13083,Health,168772.62,Rejected,8.0,South,2024-03-02,2024-03-10
1393,10507,Health,61974.48,Pending,,West,2024-02-23,
1394,13924,Motor,186550.58,Approved,18.0,South,2024-03-09,2024-03-27
1395,18872,Health,112824.64,Approved,12.0,North,2024-08-29,2024-09-10
1396,12612,Travel,140825.11,Approved,13.0,South,2024-09-26,2024-10-09
1397,14876,Motor,121364.08,Approved,4.0,East,2024-09-08,2024-09-12
1398,18951,Travel,28934.31,Approved,22.0,East,2024-12-19,2025-01-10
1399,14223,Health,192807.36,Approved,15.0,West,2024-10-10,2024-10-25
1400,13147,Travel,28960.74,Pending,,North,2024-12-16,
1401,12193,Motor,54701.98,Approved,43.0,East,2024-03-11,2024-04-23
1402,18082,Motor,163657.44,Pending,,East,2024-11-18,
1403,12546,Property,125626.41,Rejected,11.0,North,2024-04-09,2024-04-20
1404,15061,Motor,168439.09,Rejected,37.0,South,2024-03-01,2024-04-07
1405,14655,Travel,105568.56,Approved,11.0,South,2024-04-12,2024-04-23
1406,11222,Motor,78513.68,Approved,18.0,West,2024-04-28,2024-05-16
1407,17750,Health,184759.87,Approved,26.0,South,2024-01-17,2024-02-12
1408,15019,Motor,12069.2,Approved,28.0,North,2024-10-31,2024-11-28
1409,13574,Health,171945.39,Approved,34.0,East,2024-07-09,2024-08-12
1410,15723,Motor,50009.47,Pending,,South,2024-07-30,
1411,16546,Motor,170503.58,Rejected,14.0,West,2024-03-18,2024-04-01
1412,13023,Motor,32143.34,Rejected,2.0,South,2024-02-15,2024-02-17
1413,13280,Motor,118142.7,Rejected,32.0,North,2024-04-02,2024-05-04
1414,19263,Property,178181.04,Approved,34.0,West,2024-01-13,2024-02-16
1415,10540,Property,97340.23,Approved,22.0,South,2024-08-15,2024-09-06
1416,10510,Motor,150580.5,Approved,17.0,West,2024-10-27,2024-11-13
1417,16162,Health,161910.97,Approved,40.0,North,2024-01-17,2024-02-26
1418,16702,Motor,148616.37,Rejected,24.0,East,2024-10-29,2024-11-22
1419,10344,Health,185439.3,Approved,11.0,North,2024-03-02,2024-03-13
1420,15179,Travel,92132.67,Approved,34.0,North,2024-02-12,2024-03-17
1421,18083,Property,38759.46,Approved,23.0,North,2024-03-08,2024-03-31
1422,16372,Motor,14323.16,Approved,42.0,North,2024-07-30,2024-09-10
1423,12480,Health,53059.67,Approved,7.0,East,2024-07-21,2024-07-28
1424,18590,Motor,32923.51,Rejected,37.0,East,2024-08-01,2024-09-07
1425,15819,Property,113800.0,Approved,11.0,West,2024-04-18,2024-04-29
1426,16742,Motor,41064.34,Approved,17.0,South,2024-10-10,2024-10-27
1427,19486,Health,12592.07,Approved,14.0,East,2024-04-03,2024-04-17
1428,16900,Health,12018.02,Approved,21.0,East,2024-08-12,2024-09-02
1429,15638,Health,167156.05,Approved,5.0,South,2024-08-12,2024-08-17
1430,15900,Motor,120332.74,Pending,,East,2024-08-26,
1431,15523,Property,74826.63,Approved,23.0,North,2024-04-27,2024-05-20
1432,13849,Motor,179374.47,Approved,30.0,North,2024-03-31,2024-04-30
1433,11777,Health,18688.34,Approved,17.0,South,2024-12-05,2024-12-22
1434,18571,Motor,196162.8,Approved,44.0,West,2024-10-15,2024-11-28
1435,13763,Motor,125176.9,Approved,44.0,West,2024-10-07,2024-11-20
1436,19853,Health,40775.53,Approved,24.0,South,2024-01-19,2024-02-12
1437,13058,Motor,137418.47,Approved,31.0,South,2024-06-23,2024-07-24
1438,19498,Motor,153859.35,Rejected,31.0,North,2024-04-15,2024-05-16
1439,12465,Motor,88721.84,Approved,44.0,West,2024-10-15,2024-11-28
1440,14451,Motor,173018.36,Approved,4.0,East,2024-09-04,2024-09-08
1441,10015,Health,34392.82,Approved,25.0,North,2024-11-18,2024-12-13
1442,14410,Travel,59373.33,Approved,38.0,South,2024-05-21,2024-06-28
1443,12580,Motor,23231.01,Rejected,14.0,West,2024-10-24,2024-11-07
1444,15135,Motor,46121.18,Pending,,East,2024-07-11,
1445,17948,Motor,51552.12,Approved,33.0,East,2024-12-16,2025-01-18
1446,12592,Motor,183938.47,Rejected,38.0,North,2024-10-29,2024-12-06
1447,14789,Health,20231.39,Rejected,13.0,West,2024-10-17,2024-10-30
1448,18260,Health,88345.95,Pending,,West,2024-11-27,
1449,18602,Motor,108817.74,Approved,25.0,South,2024-07-26,2024-08-20
